text,type,count-occurences-total,count-documents
LDA,ORG,3,3
1996-2012,DATE,1,1
Tsinghua University Press,ORG,1,1
Truthmeter,WORK_OF_ART,3,1
George Orwell,PERSON,1,1
Norman Podhoretz,PERSON,1,1
1983,DATE,3,3
Orwell,PERSON,3,1
Podhoretz,PERSON,1,1
the 20th century,DATE,2,2
Nineteen Eighty-Four,DATE,3,1
January 1950,DATE,1,1
Islamist,NORP,1,1
a Natural Language Processing,LAW,1,1
Gradient Boosted Tree,ORG,1,1
97.021%,PERCENT,1,1
approximately eight percent,PERCENT,1,1
Akshay Aggarwal et al.,ORG,1,1
EAI,ORG,1,1
Parliament,ORG,2,2
Kenya,GPE,5,2
Tanzania,GPE,1,1
Uganda,GPE,2,2
Wildlife Amendment Bill,LAW,1,1
the Ministry of Tourism and Wildlife,ORG,1,1
the Kenya Wildlife Service,ORG,1,1
Kenya,PERSON,1,1
Rainer Greifeneder,PERSON,11,11
Mariela E. Jaffé,PERSON,11,11
Eryn J. Newman,PERSON,11,11
Norbert Schwarz,PERSON,11,11
several years,DATE,1,1
between 15 and 24,CARDINAL,1,1
Andalusian,NORP,1,1
Departamento de Periodismo,PERSON,1,1
Pope Francis,PERSON,2,2
fakeApp,PRODUCT,1,1
University of Pittsburgh,ORG,1,1
up to 25%,PERCENT,1,1
Generative Adversarial Network,ORG,1,1
Benford,ORG,2,1
Discrete Cosine Transform,ORG,1,1
981,CARDINAL,1,1
about six,CARDINAL,1,1
control),ORG,1,1
196,CARDINAL,1,1
Bad News,FAC,1,1
George Hawley,PERSON,1,1
meme’d,ORG,1,1
Hispanics,NORP,1,1
Muslims,NORP,3,2
Social Justice Warrior,ORG,1,1
Red Scares,ORG,1,1
the Catholic Church,ORG,2,1
Catholic,NORP,2,1
Church,ORG,1,1
post-Truth,WORK_OF_ART,1,1
Institute of Europe Russian Academy of Sciences,ORG,1,1
the past decades,DATE,1,1
Science and Technology Studies,ORG,1,1
STS,ORG,2,1
Haraway,FAC,1,1
Butler,GPE,1,1
York University,ORG,1,1
the House of Lords Communications Committee Inquiry,ORG,1,1
ITV,ORG,1,1
C4,CARDINAL,1,1
C5,PRODUCT,1,1
VoD,WORK_OF_ART,1,1
VoD,ORG,1,1
Netflix,GPE,1,1
VoD,PRODUCT,1,1
billions of pounds,MONEY,1,1
Intellect Ltd Article,ORG,1,1
the ANC War Room,EVENT,1,1
Bell-Pottinger,ORG,1,1
© Creative Commons With Attribution,ORG,1,1
Barber,PERSON,1,1
Arendt,PERSON,5,3
© Salvi,PERSON,1,1
Iannello,ORG,1,1
"McClay, Rago",ORG,1,1
Dunsmoor,ORG,1,1
Antonietti,GPE,1,1
a Creative Commons Attribution 4.0 License,LAW,1,1
Lithuanian,NORP,2,2
Lithuania,GPE,4,4
Licensee Prague University of Economics and Business,ORG,1,1
Czech Republic,GPE,1,1
the Twitter API,ORG,1,1
Perceptron Neural Networks,PERSON,1,1
860,CARDINAL,1,1
Perceptron Neural Networks,ORG,1,1
Recommender,PERSON,1,1
140 million,CARDINAL,1,1
18-24,DATE,1,1
Nurul Hidayatul Ummah,PERSON,1,1
Muchamad Sholakhuddin Al Fajri,PERSON,1,1
Vilnius University Press,ORG,1,1
Doron Fakultet,PERSON,3,3
Doron Fakultet Politickih Znanosti,PERSON,1,1
UNICEF,ORG,1,1
the United Nations,ORG,1,1
© 2020 Institute of Electrical and Electronics Engineers Inc,ORG,1,1
Appalachian State University’s,ORG,1,1
the University’s First Year Seminar Program,ORG,1,1
OER,ORG,1,1
AppState,ORG,1,1
Libraries,ORG,1,1
Universal Design for Learning,ORG,1,1
Costa et al.,GPE,1,1
Cognition,ORG,1,1
Bayesian,PERSON,2,2
Fernández-López & Perea,ORG,1,1
The COVID-19 Misinformation Challenge,LAW,1,1
Challenge,ORG,1,1
Radio Free Europe/Radio Liberty,ORG,1,1
RFE/RL,ORG,1,1
RT,ORG,3,2
the Center for Sociological Research,ORG,1,1
April,DATE,1,1
between 18 and 25 years,DATE,1,1
Socialist,NORP,1,1
the Socialist Party,ORG,1,1
Pedro Sánchez,PERSON,4,2
"1,669",CARDINAL,1,1
YouGov,ORG,2,2
64%,PERCENT,1,1
weekly,DATE,3,3
five or more per week,DATE,1,1
Chilean,NORP,1,1
G20,GPE,1,1
Gossip,PERSON,1,1
Dynamic Gossip,PERSON,2,1
Información,ORG,1,1
cultura y sociedad,PERSON,1,1
diciembre,PERSON,1,1
FaceSwap,ORG,1,1
more than 119000,CARDINAL,1,1
371,CARDINAL,1,1
A quarter,CARDINAL,1,1
between 2015 and 2016,DATE,1,1
"127,3 million",CARDINAL,1,1
Madrid,GPE,1,1
Barcelona,GPE,1,1
Valencia,GPE,1,1
"1,777",CARDINAL,1,1
"56,666",CARDINAL,1,1
1974,DATE,1,1
Bozzola et al,PERSON,1,1
SIM,ORG,2,1
SofLP,ORG,2,1
Intended Meaning (SIM,WORK_OF_ART,1,1
ELT,ORG,1,1
Huberman Interactive,ORG,1,1
Universitas Negeri,ORG,1,1
Hannah,PERSON,1,1
EDUFBA - Editora Universttaria,PERSON,1,1
Gopi Mahila Mandal,PERSON,2,1
the covid-19 blues,LOC,1,1
Propaganda Spotting,PERSON,1,1
ProSOUL,ORG,2,1
"11,574",CARDINAL,1,1
the Linguistic Inquiry and Word Count,ORG,1,1
LIWC,PERSON,1,1
Urdu,PRODUCT,3,1
NELA,ORG,1,1
0.91,CARDINAL,1,1
0.87,CARDINAL,1,1
Institute of Electrical and Electronics Engineers Inc,ORG,1,1
Higher Education,ORG,4,1
re-cent years,DATE,1,1
Turkey,GPE,2,2
SETA Foundation,ORG,1,1
Presidential,LOC,1,1
23 September 2018-13,DATE,1,1
April 2019,DATE,1,1
14-17 April 2019,DATE,1,1
21-22,DATE,1,1
May 2019,DATE,3,3
"806,742",CARDINAL,1,1
143,CARDINAL,1,1
"16,082",CARDINAL,1,1
Prabowo,ORG,1,1
Communist,NORP,1,1
Joko Widodo,PERSON,4,1
Twitter and Facebook,WORK_OF_ART,1,1
Prabowo,PERSON,2,1
Pagella Politica,PERSON,1,1
Maldito Bulo,PERSON,2,2
Full Fact and PolitiFact,LAW,1,1
El País,GPE,1,1
272,CARDINAL,1,1
"4,543",CARDINAL,1,1
hoaxes,PERSON,1,1
"March 14, 2020",DATE,1,1
0.966,CARDINAL,1,1
the day,DATE,2,2
the first days,DATE,1,1
the second and third weeks,DATE,1,1
"March 23 to April 8, 2020",DATE,1,1
Emotional Support,ORG,1,1
the Guardia Civil,FAC,1,1
229,CARDINAL,1,1
48.47%,PERCENT,1,1
28.8%,PERCENT,1,1
the Guardia Civil,ORG,1,1
22.7%,PERCENT,1,1
73.87%,PERCENT,1,1
only 26.13%,PERCENT,1,1
Latent Dirichlet,ORG,1,1
SNA,ORG,1,1
Malta,GPE,7,2
between 22nd May and,DATE,1,1
51,CARDINAL,1,1
Wroclaw University of Science and Technology,ORG,1,1
Machine Learning Algorithms,LOC,1,1
Naive Bayes,PERSON,1,1
Naive Bayes Classifier,PERSON,1,1
Naive Bayes,PRODUCT,1,1
Civil,GPE,2,1
tens,CARDINAL,1,1
Civil Community,ORG,1,1
New York,GPE,3,3
Formula,PERSON,2,1
87%,PERCENT,2,2
83%,PERCENT,1,1
"15,952",CARDINAL,1,1
the Boston Marathon,EVENT,1,1
Manchester Arena,PERSON,1,1
Hurricane Harvey,EVENT,1,1
Hurricane Irma,ORG,1,1
Hawaii,GPE,1,1
Society for Risk Analysis,ORG,1,1
Web,ORG,2,2
Credibility Reviews,ORG,1,1
Schema.org,ORG,1,1
"3,656",CARDINAL,1,1
the Portal de Periodicos Capes,ORG,1,1
The second half,DATE,1,1
Francky Teddy Endomba,PERSON,1,1
73.3%,PERCENT,1,1
82,CARDINAL,1,1
similarly as five,CARDINAL,1,1
Facebook and Co.,ORG,1,1
FakeYou,ORG,1,1
Gallup,GPE,1,1
"GlobalWebIndex, Knight Foundation",ORG,2,2
Ofcom,ORG,3,3
Pew Research Center,ORG,5,5
Statista,NORP,2,2
University of Canberra,ORG,2,2
Addleton Academic Publishers,ORG,4,4
"Gallup, Knight Foundation",ORG,1,1
Reuters Institute for the Study of Journalism,ORG,1,1
YouTubers,ORG,3,1
562,CARDINAL,2,2
YTPS,NORP,2,1
YTPS,PERSON,2,1
YTPS,LANGUAGE,1,1
Best Practice Guidelines,ORG,1,1
BPG,ORG,1,1
Medical Humanities,ORG,1,1
day,DATE,1,1
University of Malta Faculties of Health Sciences,ORG,1,1
Dentistry and Medicine,ORG,1,1
General Practitioners,ORG,1,1
Cyprus,GPE,1,1
Iceland,GPE,1,1
covid-19,DATE,1,1
the 1970s,DATE,3,3
National Research Nuclear University,ORG,1,1
Iftikhar Ahmad et al,PERSON,1,1
"about 24,000",CARDINAL,1,1
TC-CNN,PRODUCT,1,1
this year,DATE,2,2
VKontakte,ORG,1,1
ITMO University,ORG,1,1
the JPEG Committee,ORG,2,1
JPEG Privacy and Security,ORG,1,1
the JPEG Privacy and Security,ORG,1,1
Melanesia,ORG,1,1
Pacific,LOC,5,3
Pacific news,ORG,1,1
Radio Australia,ORG,1,1
Australia Network,ORG,1,1
West Papua,GPE,1,1
Pacific Media Centre,ORG,2,2
Auckland University of Technology,ORG,2,2
PAN,ORG,2,1
230,CARDINAL,1,1
83,CARDINAL,1,1
TIRA,ORG,1,1
the second decade,DATE,1,1
Pick 2019,WORK_OF_ART,1,1
Autism,NORP,1,1
ASD,PERSON,1,1
2001,DATE,2,2
ASD,PRODUCT,1,1
ASD,GPE,1,1
September 2020,DATE,1,1
The Latent Dirichlet Allocation,ORG,1,1
"African Journal of Science, Technology, Innovation and Development",ORG,1,1
the Naive Bayes,FAC,1,1
LIAR,PERSON,1,1
Science and Information Organization,ORG,1,1
335,CARDINAL,2,2
kompas.com,ORG,1,1
suara.com,ORG,1,1
liputan6.com,ORG,1,1
one hundred per cent,MONEY,1,1
Universiti Kebangsaan Malaysia Press,ORG,2,2
Zimbabwe,GPE,2,1
4.0,CARDINAL,1,1
Neural Network,ORG,1,1
Principle Component Analysis,ORG,1,1
Chi-Square,FAC,1,1
the Fake News Challenges,ORG,1,1
4% and 20%,PERCENT,1,1
Chi-square,FAC,1,1
97.8%,PERCENT,1,1
PubMed/MEDLINE,PRODUCT,1,1
19.9 million,CARDINAL,2,1
the past 50 years,DATE,1,1
less than zero,CARDINAL,1,1
only 18.5%,PERCENT,1,1
3.68,CARDINAL,1,1
"27,840",CARDINAL,1,1
"27,090",CARDINAL,1,1
249,CARDINAL,1,1
the tabloid press,ORG,1,1
Farmakoekonomika,PERSON,1,1
Almost forty years ago,DATE,1,1
the Conceptual Metaphor Theory,ORG,1,1
Cognitive Linguistics,ORG,1,1
Forceville,GPE,2,1
"1996, 2009",DATE,1,1
MIL,GPE,1,1
Polish Communication Association,ORG,2,2
Northern Cyprus,LOC,1,1
TRNC,GPE,1,1
Northern Cyprus,GPE,1,1
Editura Lumen,ORG,1,1
2 month old,DATE,1,1
Ahinkorah,PERSON,1,1
Ameyaw,PERSON,1,1
Hagan,PERSON,1,1
Schack,ORG,1,1
Trust,ORG,1,1
fifth,ORDINAL,1,1
May 2018,DATE,2,2
87.6%,PERCENT,1,1
13.5%,PERCENT,1,1
Fundacao,GPE,2,2
Subjective Opinions,ORG,1,1
Eesti Keele,PERSON,1,1
Aquarius,PERSON,2,1
around two million,CARDINAL,1,1
Aquarius,FAC,1,1
at least eleven,CARDINAL,1,1
Nazi,NORP,1,1
Soviet Union,GPE,2,2
the National Forests,ORG,1,1
over 20%,PERCENT,1,1
the Ukrainian Insurgent Army,ORG,1,1
https://www.lasy.gov.pl/pl/wideo/,ORG,1,1
Siberia,LOC,1,1
Lemkin,PERSON,1,1
Axis,PERSON,1,1
Carnegie Endowment for International Peace Division of International Law,ORG,1,1
Columbia University Press,ORG,1,1
"Washington, DC",GPE,1,1
79–95,GPE,1,1
1994,DATE,2,2
SMOTE,ORG,1,1
GL-GAN,ORG,1,1
SMOTE,GPE,1,1
GL,ORG,1,1
SIAM,ORG,1,1
between the beginning of February 2018,DATE,1,1
the end of June of 2018,DATE,1,1
13–17,GPE,1,1
25–34,GPE,1,1
35–44,GPE,1,1
45–54,GPE,1,1
55–64,LOC,1,1
the pro-Brexit,ORG,1,1
pro-Trump,PERSON,1,1
anti-Trump,PERSON,1,1
the World Economic Forum,ORG,2,2
February 6 and 7 of 2020,DATE,1,1
1923,DATE,1,1
Hipatia Press,ORG,1,1
TPE,ORG,1,1
the Spanish Registry of Universities,ORG,1,1
Universitat Autonoma de Barcelona,ORG,1,1
Universitat de Girona,ORG,1,1
Technologies,ORG,1,1
the Lithuanian Academy of Sciences,ORG,1,1
A. Šliogeris,PERSON,1,1
Lietuvos,PERSON,1,1
the Spanish Government,ORG,1,1
"March 14th, 2020",DATE,1,1
"April 13th, 2020",DATE,1,1
several weeks,DATE,1,1
Ulhaq & Burmeister,ORG,1,1
a Convolutional Neural Network,ORG,1,1
Association for Computational Linguistics,ORG,4,4
"Tomaél, Alcará and Silva",ORG,1,1
Carraher,PERSON,1,1
Floridi,PERSON,1,1
"2011, 2010",DATE,1,1
Un,ORG,1,1
33,DATE,1,1
39,DATE,1,1
47,DATE,1,1
North Atlantic University Union,ORG,1,1
IPMI,ORG,2,1
706,CARDINAL,1,1
Aceh,GPE,1,1
Syiah Kuala University,ORG,1,1
Ar-Raniry State Islamic University,ORG,1,1
focus group,ORG,1,1
Social Networking Sites,ORG,1,1
National University of Political Studies and Public Administration,ORG,2,2
Union,ORG,1,1
the European External Action Service,ORG,1,1
intra-EU,PRODUCT,1,1
Romanova T. A.,PERSON,1,1
Sokolov N. I.,PERSON,1,1
Kolotaev Y. Y.,PERSON,1,1
402,CARDINAL,1,1
Habgood-Coote,ORG,2,2
Stop Talking,WORK_OF_ART,2,2
Jessica Pepp,PERSON,1,1
Eliot Michaelson,PERSON,1,1
Rachel Sterken,PERSON,1,1
Why We Should Keep Talking About Fake News”,WORK_OF_ART,1,1
an Interdisciplinary Journal of Philosophy,ORG,1,1
Étienne Brown,PERSON,1,1
Conceptual Ethics,ORG,1,1
Journal of Ethics and Social Philosophy,ORG,1,1
16(2,DATE,1,1
144–154,CARDINAL,1,1
Pepp,GPE,1,1
Michaelson,ORG,1,1
Sterken,PRODUCT,1,1
Newtral,GPE,1,1
the April 28th 2019,DATE,1,1
37,CARDINAL,1,1
hoaxes,GPE,2,2
Pablo Casado,PERSON,1,1
Barcelona centre for international affairs,ORG,1,1
the Middle-East,LOC,1,1
Arab Spring,ORG,1,1
These days,DATE,1,1
Malaysian,NORP,1,1
two years,DATE,1,1
Malaysians,NORP,2,2
© Penerbit,PERSON,1,1
Sains Malaysia,PERSON,1,1
Text,LOC,1,1
TRL-1,CARDINAL,1,1
"2,366",CARDINAL,1,1
"August, 2019",DATE,1,1
IFIP International Federation for Information Processing,ORG,5,5
32.5%,PERCENT,1,1
Nuffield Foundation,ORG,1,1
SAFE,ORG,1,1
Economist,ORG,1,1
Gallup,ORG,1,1
"Reuters Institute for the Study of Journalism, University of Canberra",ORG,1,1
"4,600",CARDINAL,1,1
Section 2,PRODUCT,1,1
Unified Theory of Information Research Group,ORG,1,1
Carleton University,ORG,1,1
GlobalWeb-Index,ORG,1,1
the University of Canberra,ORG,1,1
12–16 years old,DATE,1,1
Centro Estudios Politicos Constitucionales,PERSON,1,1
Covid-19,ORG,1,1
social domains,ORG,1,1
the dynamics of information consumption,ORG,1,1
the Pew Research Center,ORG,1,1
American Trends Panel,ORG,1,1
85,CARDINAL,1,1
SLR,ORG,1,1
only three,CARDINAL,1,1
76.66%,PERCENT,1,1
Information Technology,ORG,1,1
NP,ORG,2,2
#P,MONEY,1,1
1-1/√e,DATE,1,1
Universitas Pendidikan Indonesia,ORG,1,1
Geert Wilders,PERSON,1,1
FF Neural Networks,ORG,1,1
Aim/Purpose,ORG,6,6
Boeing,ORG,2,1
737,PRODUCT,1,1
MAX,ORG,1,1
Practitioners Practical,ORG,1,1
Researchers Social,ORG,1,1
Informing Science Institute,ORG,3,3
Maskl et al,PERSON,1,1
Fletcher (,ORG,1,1
Newman et al.,GPE,1,1
© 2020 Communication & Society,ORG,2,2
Eldiario.es,ORG,1,1
Ignacio Escolar,LOC,1,1
José Antonio Zarzalejos,PERSON,1,1
December 2015,DATE,1,1
Marine Le Pen,ORG,1,1
Rassemblement National,ORG,1,1
Matteo Salvini,PERSON,1,1
@matteosalvinimi,ORG,1,1
Liga Norte,ORG,1,1
LN,GPE,1,1
Santiago Abascal,ORG,1,1
"2,187",CARDINAL,1,1
@lemondefr,ORG,1,1
@repubblica,ORG,1,1
@el_país,LOC,1,1
5.2 million,CARDINAL,1,1
the Internet Research Agency,ORG,1,1
non-Black,ORG,1,1
RTVE Lab,ORG,1,1
Guerra,ORG,2,1
Universidad de La Sabana,PERSON,1,1
341,CARDINAL,1,1
339,CARDINAL,1,1
less than one-third,CARDINAL,1,1
27.1%,PERCENT,1,1
the food safety news,ORG,1,1
67.8%,PERCENT,1,1
62%,PERCENT,1,1
67.5%,PERCENT,1,1
Copyright © International Association for Food Protection,ORG,1,1
the Association for Information Systems,ORG,1,1
2010 to 2018,DATE,1,1
Denmark,GPE,1,1
Ekstra Bladet,PERSON,1,1
nativist,NORP,1,1
Johan Farkas et al.,PERSON,1,1
EUNOMIA,ORG,1,1
"2,587",CARDINAL,1,1
RuStance,NORP,1,1
League of Nations,ORG,1,1
1970,DATE,1,1
non-State,GPE,1,1
General Data Protection Regulation,ORG,1,1
the decades,DATE,1,1
Hyperpartisan news,ORG,1,1
68.4%,PERCENT,1,1
60.8%,PERCENT,1,1
Lab,PERSON,1,1
the Quote Retweet,LOC,1,1
classifier,ORG,2,2
Quote Retweet,ORG,1,1
online messaging,PERSON,1,1
the Temporal Network,ORG,1,1
the Temporal Dominance Inequality,LAW,1,1
more than 80%,PERCENT,1,1
Enron,ORG,1,1
"15,000",CARDINAL,1,1
260,CARDINAL,1,1
171 million,CARDINAL,1,1
the five months,DATE,1,1
the election day,DATE,1,1
30 million,CARDINAL,1,1
2.2 million,CARDINAL,1,1
Clinton,PERSON,2,2
Jacobson,PERSON,1,1
2017,CARDINAL,26,26
Ecker,PERSON,1,1
North America,LOC,3,2
Relph,PERSON,1,1
"Tourism, Geography, History, Cultural Studies",ORG,1,1
American Studies and Film Studies,ORG,1,1
Jane Lovell,PERSON,1,1
Sam Hitchmough,PERSON,1,1
Snopes.com,ORG,1,1
Politifact.com,ORG,1,1
at least 3∼5.3%,PERCENT,1,1
© 2019 Association for Computing Machinery,ORG,9,9
World White Web,ORG,1,1
Visual Neural Network,ORG,1,1
MVNN,ORG,2,1
at least 9.2%,PERCENT,1,1
over 5.2%,PERCENT,1,1
20 minutes,TIME,1,1
Lok Sabha,PERSON,1,1
© BEIESP,PERSON,6,6
Cochrane,GPE,1,1
between 2012 and 2018,DATE,1,1
Zika Virus,PERSON,1,1
2012,DATE,3,2
the Court of Rimini,ORG,1,1
Health Economics,ORG,1,1
iMasa,ORG,1,1
New Vision,ORG,1,1
2013/2014,TIME,1,1
Deep-Fakes,ORG,1,1
FaceSwap,PERSON,1,1
NeuralTextures,ORG,1,1
over 1.8 million,CARDINAL,1,1
IoT and Industry 4.0,ORG,1,1
Ultra,ORG,1,1
H.265/HEVC,ORG,1,1
netizens,ORG,1,1
265,CARDINAL,1,1
Europeans,NORP,2,2
WEKA,ORG,1,1
Decision Tree,ORG,1,1
Malay,LANGUAGE,1,1
Logistic Regression,PRODUCT,1,1
Logistic Regression,PERSON,1,1
FAKEBUSTER,WORK_OF_ART,1,1
Convolution Neural Network,ORG,1,1
NIDS,ORG,1,1
Facebook post,ORG,1,1
Admin,PERSON,1,1
Platforms,ORG,1,1
Bayes Multinomial,PERSON,1,1
their day to day,DATE,1,1
ACODSN,ORG,1,1
FakenewsNet,ORG,1,1
Zipf,PERSON,1,1
Mandelbrot,ORG,1,1
Obama,PERSON,1,1
Hitler,PERSON,3,1
1933,DATE,1,1
Berlin Proclamation,ORG,1,1
US Presidential,ORG,1,1
the 1930s,DATE,1,1
SupplementaryMaterialData Sheet 1,PRODUCT,1,1
M191,CARDINAL,1,1
N191,ORG,1,1
0,WORK_OF_ART,1,1
33.3%,PERCENT,1,1
16.7%,PERCENT,1,1
Bizzi,GPE,2,2
Perano,GPE,2,2
Haq,PERSON,2,2
Chua,PERSON,2,2
Neunez,PERSON,2,2
Smith,GPE,2,2
Ghezzi,LOC,2,2
the New York Times,ORG,2,2
Siddhartha Dalal,PERSON,1,1
Berkay Adlim,PERSON,1,1
Michael Lesk,PERSON,1,1
The Royal Statistical Society,ORG,2,2
the week,DATE,1,1
Irish,NORP,3,2
"3,140",CARDINAL,1,1
more than one third,CARDINAL,1,1
CCTV,ORG,1,1
Springer Nature Switzerland AG 2019,ORG,3,3
28.3,CARDINAL,1,1
"6s, 12s",DATE,1,1
20s,ORDINAL,1,1
6 and 20 seconds,TIME,1,1
Spring 2017,DATE,1,1
n=538,PERSON,1,1
Less than half,CARDINAL,1,1
23,CARDINAL,3,3
North-East Scotland,LOC,1,1
Graham Meikle,PERSON,1,1
The Russian Federation,GPE,1,1
pro-Kremlin,PERSON,2,1
2013-2014,DATE,1,1
Flight MH17,PRODUCT,2,1
Holger Mölder et al,PERSON,1,1
tens of millions,CARDINAL,1,1
89.7%,PERCENT,1,1
around 127 million,CARDINAL,1,1
Three hundred,CARDINAL,1,1
eighty-eight,CARDINAL,1,1
Matthias Plüss,PERSON,1,1
Swiss Science Magazine ',ORG,1,1
© European Physical Society,ORG,1,1
the Republic of Tatarstan,GPE,4,1
19-55,DATE,1,1
RuNet,PERSON,1,1
the Kazan State Institute of Culture and Kazan Federal University,ORG,1,1
January-March 2019,DATE,1,1
19-20,DATE,1,1
Eighty-three percent,PERCENT,1,1
Sixty-five percent,PERCENT,1,1
Ninety-eight percent,PERCENT,1,1
only 7.5%,PERCENT,1,1
Sixty-eight percent,PERCENT,1,1
Ninety percent,PERCENT,1,1
11%,PERCENT,1,1
only 4.5%,PERCENT,1,1
91.5%,PERCENT,1,1
92.5%,PERCENT,1,1
Facebook,FAC,2,2
last few decades,DATE,1,1
Self Multi-Head Attention,ORG,1,1
95.5%,PERCENT,1,1
95.6%,PERCENT,1,1
Fang et al,PERSON,1,1
Marda & Milan,ORG,1,1
Copyright © 2019 Cambridge University Press,ORG,1,1
© 2019 Economic Society of Australia,ORG,1,1
RumorSleuth,ORG,2,1
14%,PERCENT,1,1
around 6%,PERCENT,1,1
IdeoTrace,ORG,1,1
the last two months,DATE,1,1
47508,CARDINAL,1,1
Community Health Assessment,ORG,1,1
the Grey Wolf Optimization,ORG,1,1
Salp Swarm Optimization,ORG,1,1
GWO,ORG,2,1
SSO,ORG,1,1
Kauno Technologijos Universitetas,PERSON,1,1
The Information and Communication Technology (ICT,ORG,1,1
HALREV,ORG,1,1
Especially NLP,PERSON,1,1
Random forest,ORG,1,1
netizens,GPE,2,1
DEA,ORG,1,1
Drone,ORG,1,1
at least 5.33%,PERCENT,1,1
F1-score,GPE,1,1
NDCG,ORG,1,1
30.7%,PERCENT,1,1
up to 30%,PERCENT,1,1
321k,CARDINAL,1,1
BM25,PRODUCT,1,1
2016–17,TIME,1,1
Rachel Turner-King,PERSON,1,1
The Belgrade’s Canley Youth Theatre,ORG,1,1
Richard Sennett,PERSON,1,1
American Alliance,ORG,1,1
the Faculty of Communication,ORG,1,1
El Porvenir,ORG,1,1
Monterrey,GPE,1,1
University of Zagreb,ORG,4,4
Teyit.org,ORG,1,1
International Fact-Checking Network,ORG,1,1
"between January 1 and June 31, 2018",DATE,1,1
the Media and Information Literacy epistemology,ORG,1,1
the Media and Information Literacy,ORG,1,1
21st century,DATE,1,1
over 4 million,CARDINAL,1,1
The Fake News Challenge,ORG,1,1
early 2017,DATE,1,1
FNC-1,ORG,1,1
263,CARDINAL,1,1
The Brookings Institution,ORG,1,1
The Atlantic Council,ORG,1,1
Donald Trump's,PERSON,2,2
International Relations,ORG,1,1
Russian Academy of Sciences,ORG,1,1
Fiji General Election,ORG,1,1
12 years,DATE,1,1
2006,DATE,3,2
14 November 2018,DATE,1,1
FijiFirst,ORG,1,1
Voreqe Bainimarama,PERSON,1,1
Social Democratic Liberal Party,ORG,1,1
Sitiveni Rabuka,LOC,1,1
the National Federation Party,ORG,1,1
NFP,ORG,1,1
University of the South Pacific,ORG,1,1
Biman Prasad,PERSON,1,1
Fiji,GPE,1,1
"Media Industry Development Decree (MIDD, 2010",EVENT,1,1
AUT,ORG,2,2
draconian,NORP,1,1
six decades,DATE,1,1
Anti-Fake News Act,ORG,1,1
Tommy Thomas,PERSON,1,1
Act,PERSON,2,1
Thomas,PERSON,1,1
Act,LAW,1,1
European Food Safety Authority,ORG,2,1
EFSA Journal,ORG,1,1
John Wiley,PERSON,1,1
Sons Ltd,ORG,1,1
Australians,NORP,1,1
the past three decades,DATE,1,1
evolve 70%,PERCENT,1,1
3 million,CARDINAL,1,1
0.82,CARDINAL,2,2
BalancedView,ORG,2,1
Meeus,PERSON,1,1
Peperkamp,GPE,1,1
Berendt,PERSON,1,1
Naïve Bayes,ORG,1,1
Fake,ORG,2,2
96.08%,PERCENT,1,1
111,CARDINAL,1,1
Pathogenic Social Media,ORG,2,2
PSM,ORG,4,2
0.28,CARDINAL,1,1
0.90,CARDINAL,2,2
0.63,CARDINAL,1,1
ISIS,NORP,1,1
Sustainable Development,ORG,1,1
September 2015,DATE,1,1
Welfare Cheats,ORG,1,1
Cheat Us,ORG,1,1
the Republic of Ireland,GPE,1,1
the Department of Social Protection,ORG,1,1
Creative Commons CC-BY-,ORG,1,1
XFake,ORG,1,1
MIMIC,ORG,1,1
ATTN,ORG,2,1
PERT,ORG,2,1
MIMIC,PRODUCT,1,1
PolitiFact1,ORG,1,1
Creative Commons CC-BY,ORG,4,4
Blue Eyes Intelligence Engineering and Sciences Publication,ORG,2,2
pHash,ORG,1,1
KSII,ORG,1,1
Lifeworld,ORG,1,1
Luis Prieto,PERSON,1,1
National Academies of Sciences,EVENT,1,1
recent decades,DATE,1,1
Annual,DATE,1,1
the Analytic Modeling,ORG,1,1
next upcoming years,DATE,1,1
569,CARDINAL,1,1
9540,CARDINAL,1,1
between January 2015 and July 2018,DATE,1,1
the end of 2016,DATE,1,1
the digital revolution,EVENT,1,1
Stanford University,ORG,2,2
Finland,GPE,2,2
International Baccalaureate Diploma Programme,ORG,1,1
IBDP,ORG,2,1
IB2,ORG,1,1
Stanford,ORG,1,1
Austro-German,NORP,1,1
October 1917,DATE,1,1
Isonzo,GPE,1,1
Caporetto,PERSON,2,1
Luigi Cadorna,PERSON,1,1
Cadorna,GPE,1,1
G. M. Trevelyan,PERSON,1,1
Hugh Dalton,PERSON,1,1
Cadorna,PERSON,1,1
The Historical Association,ORG,1,1
Deadspin,PERSON,1,1
the Sinclair Broadcast Group,ORG,1,1
American Association of Geographers,ORG,1,1
British Dental Association,ORG,1,1
Hilary Clinton»,PERSON,1,1
"1,010",CARDINAL,1,1
970,CARDINAL,1,1
UGC,ORG,3,2
"5,195",CARDINAL,1,1
NodeXL social media,ORG,1,1
Communication Studies,ORG,1,1
Twitterbots,ORG,1,1
"13,493",CARDINAL,1,1
the United Kingdom European Union,GPE,1,1
the first several minutes,TIME,1,1
SEISMIC,ORG,1,1
User-Generated Content,ORG,2,2
the SeCredISData Special Session,PERSON,1,1
The Special Session,WORK_OF_ART,1,1
TriFN,ORG,1,1
NYT,ORG,3,1
the first 70 days,DATE,1,1
The United Kingdom,GPE,1,1
Conseil,ORG,1,1
Value of Information,ORG,1,1
tens of thousands,CARDINAL,1,1
Hamburg,GPE,1,1
Berlin,GPE,1,1
