text,type,count-occurences-total,count-documents
autumn 2008,DATE,2,2
18 december,DATE,2,2
between 2016 and 2019,DATE,2,2
siemens,ORG,27,18
atlantis,PRODUCT,5,3
300 long tons,QUANTITY,2,2
180 degrees,QUANTITY,8,5
0.59,CARDINAL,3,3
the last 2000 hours,TIME,2,2
some 3 metres,QUANTITY,2,2
belfast,GPE,2,2
5 years,DATE,3,3
marine current turbines ltd,ORG,2,2
walla walla,PERSON,14,1
washington,GPE,34,25
the early 20th century,DATE,23,22
"over 30,000",CARDINAL,2,2
the 1900s,DATE,2,2
1890,DATE,13,10
1904,DATE,4,4
pendleton,GPE,1,1
1906,DATE,13,10
milton freewater,PERSON,2,1
1909,DATE,8,8
1910,DATE,20,13
pacific power,ORG,7,1
henry osterman,PERSON,1,1
the late 1960s,DATE,13,13
at least 40 years,DATE,1,1
december 1994,DATE,1,1
the national register of historic places,ORG,1,1
same year,DATE,2,2
the 20th century,DATE,27,21
mill creek,GPE,1,1
five miles,QUANTITY,1,1
thompson houston,PERSON,1,1
summer months,DATE,3,3
walla river,LOC,1,1
pendleton,ORG,1,1
this day,DATE,4,4
"1,233",CARDINAL,1,1
washington state,GPE,1,1
the late 1800s,DATE,4,4
early 1900s,DATE,2,2
a few hours,TIME,6,6
the northwestern gas & electric company,ORG,1,1
12 miles,QUANTITY,2,2
every twenty minutes,TIME,1,1
interurban,NORP,1,1
hourly trips,FAC,1,1
"as many as 1,285,000",CARDINAL,1,1
the early 1900s,DATE,7,7
1928,DATE,13,13
"1,072,605",MONEY,1,1
"792,072",MONEY,1,1
the year before,DATE,1,1
the great depression,EVENT,3,3
the 1920s,DATE,26,23
ppl,ORG,3,1
chamber of commerce,ORG,1,1
kilowatt-hours,PERSON,3,3
kilowatts,PERSON,5,3
the following years,DATE,4,4
only three,CARDINAL,6,6
a 19th century,DATE,1,1
the decades,DATE,4,4
the blackfriars theatre,LOC,1,1
shakespeare,PERSON,1,1
1608,DATE,3,3
chamber music festival,EVENT,1,1
christina lethlean,PERSON,1,1
bennett,PERSON,3,3
robert a. walla,PERSON,1,1
1804-1899,DATE,1,1
pioneer press,ORG,1,1
1980.gilbert,PERSON,1,1
frank t. historic,PERSON,1,1
whitman,PERSON,2,2
columbia,ORG,3,3
garfield counties,GPE,1,1
1882,DATE,10,10
sandia,GPE,6,2
nrel,PERSON,5,5
specifically kelley,PERSON,1,1
kolmogorov,PERSON,1,1
von karman,PERSON,1,1
k})=s(\omega,PERSON,1,1
s(\omega,PERSON,2,1
\displaystyle \omega,PRODUCT,4,3
"{k}}
  ,",PERSON,1,1
\displaystyle s(\omega,PERSON,1,1
\omega,ORG,2,2
_,PRODUCT,6,5
_{k},PRODUCT,1,1
\displaystyle \delta \omega,PRODUCT,1,1
other than two,CARDINAL,1,1
the solari coherence spectrum,ORG,1,1
exp,ORG,6,3
\displaystyle \delta,PRODUCT,9,8
"\displaystyle i}
   ",WORK_OF_ART,6,5
"\displaystyle j}
   ",WORK_OF_ART,5,2
\displaystyle \omega,WORK_OF_ART,1,1
{k}},PERSON,1,1
\displaystyle,WORK_OF_ART,68,32
"\displaystyle k}
   ",WORK_OF_ART,3,3
"-by-
  
    
      
        
          ",ORG,2,1
only one,CARDINAL,41,35
\displaystyle h(\omega,WORK_OF_ART,4,1
{k},PERSON,4,1
s(\omega _,PERSON,1,1
\displaystyle x(\omega,PERSON,2,1
∝,CARDINAL,3,2
"\displaystyle v}
   ",WORK_OF_ART,4,4
gaussian,NORP,1,1
\displaystyle v(\omega,PERSON,1,1
_{k},PERSON,1,1
the past 20 years,DATE,1,1
between 8:1 and 12:1,CARDINAL,1,1
13:1,CARDINAL,1,1
mazda,ORG,15,7
16:1,CARDINAL,1,1
95,CARDINAL,19,14
toyota,ORG,42,19
14:1,CARDINAL,1,1
458,CARDINAL,4,4
14:1.when,CARDINAL,1,1
between 14:1 and 23:1,CARDINAL,1,1
between 18:1 and 23:1,CARDINAL,1,1
6.5,CARDINAL,4,4
86,CARDINAL,10,10
87,CARDINAL,3,3
14:1 to 16:1,CARDINAL,1,1
\displaystyle,ORG,19,12
4}}b^{2}s,CARDINAL,1,1
"\displaystyle s}
   ",WORK_OF_ART,5,4
qx50,PRODUCT,1,1
p_{2}}{p_{1}}}=\left({\frac,CARDINAL,1,1
"\displaystyle \gamma }
   ",WORK_OF_ART,3,2
\displaystyle p_{\text{cylinder}}=p_{\text{atmospheric}}\times {\text{cr}}^{\gamma,WORK_OF_ART,1,1
cylinder)under,ORG,1,1
1.4,CARDINAL,14,13
between 1.2 and 1.3,CARDINAL,1,1
10:1,CARDINAL,3,3
13.7,CARDINAL,1,1
the red sea,LOC,4,2
the bab-al-mandab strait,FAC,1,1
29 km,QUANTITY,1,1
18,CARDINAL,33,29
up to 50 gigawatts,QUANTITY,1,1
peter bosshard,PERSON,1,1
atlantropa,PERSON,1,1
richard cathcart,PERSON,1,1
nimrud,PERSON,1,1
at least 824,CARDINAL,1,1
hebrew,NORP,1,1
egyptian,NORP,2,2
egypt,GPE,22,14
jehoiakim,PERSON,1,1
hebrew,LANGUAGE,1,1
jovian,PERSON,1,1
spanish,LANGUAGE,3,3
fernando de alva,PERSON,1,1
azcapotzalco,GPE,1,1
nineteenth-century,DATE,4,4
richard ford,PERSON,1,1
spain,GPE,79,47
chimneys.the brazier,PERSON,1,1
iran,GPE,24,15
afghanistan,GPE,7,6
northern europe,LOC,2,2
gerald brenan,PERSON,1,1
winter evenings,DATE,1,1
1957,DATE,28,21
only 5mm,QUANTITY,1,1
5mm,QUANTITY,1,1
the 25th international conference,FAC,1,1
about 100,CARDINAL,10,9
50–60%,PERCENT,2,2
34%,PERCENT,12,10
as much as 64%,PERCENT,1,1
more than 84%,PERCENT,1,1
mercury,ORG,46,23
brayton,ORG,6,3
around 64%,PERCENT,1,1
35 to 42%,PERCENT,1,1
secondary,ORDINAL,40,30
november 2013,DATE,1,1
the fraunhofer institute for solar energy,ORG,1,1
between 78 and 100 €,CARDINAL,1,1
around $1000/kw,MONEY,1,1
1-2-3-4-1,PRODUCT,1,1
whrb,PERSON,1,1
cheng,PERSON,3,1
the mid 1970s,DATE,3,3
d. y. cheng,PERSON,1,1
655,CARDINAL,1,1
35–42%,PERCENT,1,1
"900 to 1,400",CARDINAL,1,1
450,CARDINAL,18,15
between 420,CARDINAL,1,1
as low as,CARDINAL,1,1
130,CARDINAL,19,15
at least four,CARDINAL,5,5
general electric,ORG,21,14
mitsubishi-hitachi,ORG,1,1
ansaldo energia,ORG,1,1
400 mw,QUANTITY,1,1
1300,DATE,1,1
$670/,MONEY,1,1
cogas,GPE,1,1
the heat recovery boiler is higher,EVENT,1,1
optimal,GPE,42,30
84,CARDINAL,4,4
525 degree celsius,QUANTITY,1,1
800,CARDINAL,16,15
700–750,CARDINAL,1,1
up to 15%,PERCENT,4,4
multishaft systems,ORG,1,1
up to three,CARDINAL,1,1
about 5%,PERCENT,5,5
540,CARDINAL,10,8
over 60%,PERCENT,1,1
over 50%,PERCENT,6,6
55 to 59%,PERCENT,1,1
hhv,ORG,8,4
hhv,PERSON,2,2
55.50,CARDINAL,1,1
"129,100",CARDINAL,1,1
50.00 mj/kg,QUANTITY,1,1
"116,300",CARDINAL,1,1
11%,PERCENT,8,7
multimillion-dollar,MONEY,1,1
"1,370",CARDINAL,1,1
"2,500",CARDINAL,5,5
54%,PERCENT,7,6
baglan bay power station,FAC,1,1
ge,ORG,40,18
may 2011,DATE,3,3
siemens ag,ORG,2,2
60.75%,PERCENT,1,1
578 megawatt,QUANTITY,1,1
nishi-ku,PERSON,1,1
nagoya power,ORG,1,1
405,CARDINAL,1,1
62%,PERCENT,7,5
"april 28, 2016",DATE,1,1
électricité,GPE,2,2
guinness world records,ORG,2,2
62.22%,PERCENT,1,1
9,CARDINAL,45,33
41.5%,PERCENT,1,1
61.4%,PERCENT,1,1
397,CARDINAL,1,1
470,CARDINAL,2,2
592 mw to 701 mw,QUANTITY,1,1
"between 2,600",CARDINAL,1,1
"2,900",CARDINAL,1,1
"1,430",CARDINAL,1,1
"1,590",CARDINAL,1,1
21.8,CARDINAL,1,1
december 2016,DATE,4,4
mitsubishi,ORG,8,5
greater than 63%,PERCENT,1,1
december 2017,DATE,3,3
64%,PERCENT,10,10
826,CARDINAL,1,1
63.7%,PERCENT,1,1
65%,PERCENT,11,10
the early 2020s,DATE,2,2
methane,PERSON,5,5
syngas,GPE,7,7
h2,ORG,16,8
about 75%,PERCENT,4,4
about 25%,PERCENT,3,3
membrane,ORG,38,22
amine,PERSON,1,1
nox,ORG,4,4
n2,CARDINAL,4,4
about 1300,CARDINAL,1,1
chemistry department,ORG,1,1
moscow,GPE,18,11
lomonosov university,ORG,1,1
russia,GPE,95,36
m. safonov,PERSON,2,1
s. pozharskii,PERSON,1,1
daily,DATE,37,23
25% to 75%,PERCENT,1,1
martin,ORG,3,3
florida,GPE,26,17
yazd power plant,ORG,1,1
hassi r'mel,FAC,1,1
algeria,GPE,5,4
mathar,GPE,1,1
morocco,GPE,8,7
cs energy’s,ORG,1,1
macquarie generation’s,ORG,1,1
liddell power station,ORG,1,1
44 mw,QUANTITY,1,1
9 mw,QUANTITY,1,1
finland,GPE,24,20
condenser,PRODUCT,1,1
above 95%,PERCENT,3,3
sanjay.,GPE,2,1
rajay,ORG,2,1
central publishing house,ORG,2,1
applied thermodynamics isbn 9788185444031,ORG,1,1
sanjay;,ORG,1,1
singh,GPE,2,2
onkar,GPE,3,2
prasad,ORG,1,1
0-7918-3686-x,CARDINAL,1,1
prasad,GPE,1,1
december 2007,DATE,3,3
27,CARDINAL,25,18
17–18,CARDINAL,1,1
2779–2790,CARDINAL,1,1
photovoltaic thermal collectors,ORG,1,1
pvt collectors,ORG,3,1
photovoltaic thermal solar collectors,ORG,1,1
pvt collectors combine,ORG,1,1
photovoltaic solar,PRODUCT,4,4
pvt technologies,ORG,1,1
around 52 %,PERCENT,1,1
205 ej,MONEY,1,1
over half,CARDINAL,2,2
around 46 %,PERCENT,1,1
72 %,PERCENT,1,1
only 7 %,PERCENT,1,1
26.8 %,PERCENT,1,1
7.1 %,PERCENT,1,1
25.5 ej,MONEY,1,1
19.7 %,PERCENT,1,1
49.0,CARDINAL,1,1
13.6,CARDINAL,6,3
1.16 million square meters,QUANTITY,1,1
55 %,PERCENT,1,1
43 %,PERCENT,1,1
2 %,PERCENT,1,1
42 %,PERCENT,1,1
24 %,PERCENT,1,1
11 %,PERCENT,1,1
10 %,PERCENT,1,1
pvt collector technology,ORG,1,1
between 15 % and 20 %,PERCENT,1,1
65 % - 70 %,PERCENT,1,1
e.g.,ORG,2,2
0.2 – 0.5 %,PERCENT,1,1
below 100,CARDINAL,4,4
pvt air collectorin,ORG,1,1
cpvt)moreover,ORG,1,1
fluid,ORG,13,11
pv module,PERSON,1,1
pvt air,ORG,2,1
pv,ORG,9,7
pvt air collectors,ORG,3,1
the pvt air collector,ORG,1,1
pvt air collector,ORG,1,1
pvt collector,ORG,1,1
the uncovered pvt collector,ORG,1,1
the pvt collector,ORG,1,1
pvt concentrator,PERSON,1,1
cpvt,LOC,1,1
concentrator,PERSON,1,1
cpc,ORG,1,1
up to 70%,PERCENT,5,5
series,EVENT,7,6
up to 50,CARDINAL,2,2
up to 80,CARDINAL,3,3
80,CARDINAL,38,31
c. pvt,PERSON,1,1
20,CARDINAL,62,44
pvt liquid,ORG,1,1
the world’s energy,ORG,1,1
120 degrees,QUANTITY,4,3
the panama canal,FAC,1,1
world war ii,EVENT,57,39
amplidyne,ORG,2,1
eight,CARDINAL,61,35
tdx,PERSON,2,1
algebraic,ORG,1,1
angle,ORG,1,1
cdx,PERSON,2,1
cdx.torque,NORP,1,1
tdx,ORG,1,1
slip rings,ORG,2,2
external power,ORG,7,7
as many as 20,CARDINAL,1,1
50 or,CARDINAL,2,2
400 hertz,QUANTITY,1,1
30 to 60,CARDINAL,1,1
10 degrees,QUANTITY,2,2
1x,CARDINAL,2,1
36x,CARDINAL,1,1
channel's,ORG,1,1
90 degrees,QUANTITY,10,8
scott,PERSON,4,3
upson,GPE,1,1
a.r.,GPE,1,1
batchelor,GPE,1,1
j.h.,GPE,1,1
1978,DATE,35,30
beckenham,PERSON,1,1
ave,ORG,1,1
norman louat,PERSON,1,1
louis m. michaud,PERSON,1,1
michaud,PERSON,1,1
twenty percent,PERCENT,2,2
louat,PERSON,1,1
44+ metres,QUANTITY,1,1
croatian,NORP,3,3
naval architecture university of split,ORG,1,1
universiti,ORG,1,1
teknologi petronas,PERSON,1,1
utp,ORG,1,1
malaysia,GPE,22,13
hussain h. al-kayiem,PERSON,1,1
colder external air,ORG,1,1
37,DATE,3,3
about twenty percent,PERCENT,1,1
200 m to 15 km,QUANTITY,1,1
83,CARDINAL,5,5
34,DATE,3,1
5,DATE,4,2
31,DATE,4,4
61,CARDINAL,6,5
34,CARDINAL,8,8
33,CARDINAL,18,9
85,CARDINAL,8,7
35,DATE,1,1
five to thirty,CARDINAL,1,1
3 m/s,QUANTITY,2,2
10 ft/s).,MONEY,1,1
utah,GPE,23,13
tom fletcher.also,PERSON,1,1
michaud,ORG,1,1
the university of western ontario's,ORG,1,1
oce,ORG,1,1
centre for energy,ORG,1,1
one-metre,QUANTITY,1,1
peter thiel's,PERSON,1,1
"300,000",MONEY,1,1
atlantic,LOC,10,8
http://quanthomme.free.fr/energieencore/carnet14.htm,ORG,1,1
english,LANGUAGE,43,36
french,LANGUAGE,7,6
http://evgars.com/,GPE,1,1
russian,LANGUAGE,1,1
donald cooper,PERSON,1,1
the uk microgeneration certification,ORG,1,1
mis 3001 or,ORG,1,1
mis,ORG,2,2
3005,DATE,1,1
das wärmepumpen-testzentrum,PERSON,1,1
buchs switzerland,GPE,1,1
2.8,CARDINAL,5,4
2.9,CARDINAL,1,1
volume).in,ORG,1,1
january to april 2014,DATE,1,1
narec,ORG,4,3
greek,NORP,19,17
coke,ORG,21,10
between 100 and 500,CARDINAL,1,1
160–180,CARDINAL,2,2
°c. cellulose,PERSON,1,1
about 350,CARDINAL,2,1
°,NORP,12,9
c. lignin,PERSON,2,1
co2,PRODUCT,10,10
200–300,CARDINAL,3,3
no2,PERSON,8,3
pan keeps,PERSON,1,1
charcoal,ORG,1,1
the mid-20th century,DATE,6,6
"1,700",CARDINAL,14,8
25–30%,PERCENT,2,2
benzene,PERSON,3,3
biochar,PERSON,1,1
the amazon basin,LOC,1,1
terra preta,PERSON,1,1
"1,500–3,000",CARDINAL,1,1
"2,730–5,430",CARDINAL,1,1
joseph wilson swan,PERSON,1,1
thomas edison,PERSON,7,7
bamboo splinters,PERSON,1,1
"1,000–2,000",CARDINAL,1,1
"1,830–3,630",CARDINAL,1,1
f. pyrolytic,NORP,1,1
native north american,NORP,1,1
rice hulls,PERSON,3,3
poultry litter,PERSON,1,1
210,CARDINAL,9,9
342,CARDINAL,3,3
about 200,CARDINAL,3,3
between 350,CARDINAL,1,1
660,CARDINAL,4,4
930,CARDINAL,6,5
less than two seconds,TIME,1,1
methane pyrolysis,ORG,1,1
1065,DATE,1,1
hallam,ORG,1,1
nebraska,ORG,2,2
2020,DATE,97,54
around 14 metric tons,QUANTITY,1,1
the us department of energy,ORG,10,9
1b,MONEY,1,1
164 metric tons,QUANTITY,1,1
2024,DATE,6,5
basf,ORG,3,3
university of california - santa barbara,ORG,1,1
110 million tons,QUANTITY,1,1
around 600,CARDINAL,2,2
"1,112",CARDINAL,4,4
pvc,ORG,23,8
vinyl chloride,ORG,1,1
silicon chips,ORG,1,1
h2.gallium,GPE,1,1
h2,PRODUCT,17,12
h2-rich,ORG,1,1
early november 2021,DATE,1,1
georgia,GPE,9,8
$85 million,MONEY,1,1
savannah,GPE,6,3
screws,PERSON,1,1
between 310,CARDINAL,1,1
inorganic,ORG,7,4
boil,ORG,4,4
one to two hours,TIME,1,1
8 to 30 hours,TIME,1,1
200,CARDINAL,47,40
nanoparticles,GPE,6,6
zirconia,GPE,7,6
marijuana,GPE,1,1
lignin,PERSON,1,1
pectin,PERSON,1,1
polyethylene,PERSON,1,1
polystyrene,PERSON,2,2
polyethylene terephthalate,PERSON,4,4
ps,ORG,1,1
naphthalene,ORG,2,2
pa-lsm).tga,ORG,1,1
less than 100,CARDINAL,1,1
°c min−1,PRODUCT,1,1
macro-tga,PERSON,1,1
gram,PERSON,2,2
egyptians,NORP,2,2
nh4nahpo4,FAC,1,1
1947,DATE,11,10
f.r. hannon & sons,ORG,1,1
hanco international,ORG,4,1
thomas w. hannon,PERSON,3,1
the years,DATE,21,19
cloth mediums,PERSON,1,1
"4,148,724",CARDINAL,1,1
"3,195,725",CARDINAL,1,1
"3,154,757",CARDINAL,1,1
"2,812,062",CARDINAL,1,1
"2,825,461",CARDINAL,1,1
"2,704,155",CARDINAL,1,1
1857,DATE,6,5
physicist a. e. becquerel,ORG,1,1
the kenyon college department of physics,ORG,1,1
the university of calgary solar car,ORG,3,1
the university of calgary,ORG,3,3
calgary,GPE,7,4
alberta,GPE,17,11
asc,ORG,3,2
north american,NORP,31,17
the fall of 2004,DATE,1,1
9 months,DATE,1,1
13th,DATE,1,1
approximately 9 months,DATE,1,1
two years,DATE,9,9
x1,PRODUCT,5,1
the university of calgary solar team,ORG,4,1
its first year,DATE,2,2
13th,ORDINAL,1,1
17,CARDINAL,26,22
10th,ORDINAL,1,1
seymour schulich,PERSON,1,1
$25 million,MONEY,3,2
the university of calgary engineering department,ORG,1,1
the schulich school of engineering,ORG,1,1
the last 20 years,DATE,1,1
darwin,GPE,2,2
one night,TIME,2,2
8th,ORDINAL,2,1
19,CARDINAL,14,13
15th,ORDINAL,2,2
dallas,GPE,3,3
texas,GPE,51,28
ten days,DATE,1,1
6th,ORDINAL,4,2
the university of calgary solar car team's,ORG,1,1
1770 km,QUANTITY,1,1
tulsa,GPE,2,2
oklahoma,GPE,5,4
chicago,GPE,29,18
illinois,GPE,11,8
"october 16–23, 2011",DATE,1,1
3000km,QUANTITY,1,1
eight months,DATE,3,3
another three months,DATE,1,1
delta,ORG,5,4
the schulich delta,LOC,1,1
world solar,EVENT,2,2
"october 6–13, 2013",DATE,1,1
americas,LOC,7,3
austin,GPE,9,5
"sunday, july 26",DATE,1,1
"friday, july 31, 2016",DATE,1,1
9th,ORDINAL,5,5
the university of calgary's,ORG,1,1
sixth,ORDINAL,6,5
the university of calgary solar car team,ORG,1,1
sun grand prix,ORG,3,3
the first year,DATE,4,4
5:05.971,DATE,1,1
the fsgp 2019,DATE,1,1
aesthetics award,PERSON,1,1
x1,GPE,1,1
~70 km,PERSON,1,1
june,DATE,5,4
the university of calgary solar team's,ORG,1,1
140 km,QUANTITY,3,3
july,DATE,5,5
the fall of 2008,DATE,1,1
2 years,DATE,1,1
105 km,QUANTITY,3,2
september,DATE,11,10
panasonic world solar challenge,EVENT,1,1
schulich axiom,ORG,1,1
110 km,QUANTITY,3,3
390,CARDINAL,2,2
the beginning of 2018,DATE,1,1
nasa,ORG,102,37
the national aerospace technology exploitation,ORG,1,1
february 2013,DATE,1,1
barking & dagenham chamber of commerce,ORG,1,1
the year,DATE,18,16
brussels,GPE,4,4
asme,GPE,8,5
2012,GPE,1,1
john p,PERSON,1,1
24% to 56%,PERCENT,1,1
mississippi,LOC,1,1
21%,PERCENT,6,6
al baydha,LOC,1,1
turbine inc.,ORG,1,1
charles river ventures,ORG,1,1
k. foreman,PERSON,1,1
oman of grumman aerospace,ORG,1,1
israel,GPE,36,24
the end of a decade,DATE,1,1
grumman,ORG,5,1
doe,ORG,19,15
the 1990s,DATE,40,37
new zealand,GPE,32,26
1998,DATE,28,26
dawt,GPE,2,1
van bussel of delft,PERSON,1,1
g.j.w.,WORK_OF_ART,1,1
delft,GPE,2,2
4×,CARDINAL,1,1
1.6,CARDINAL,15,7
k.m,GPE,1,1
2.6,CARDINAL,10,9
60+%,GPE,1,1
roughly 10%,PERCENT,1,1
40%,PERCENT,31,27
yaw,ORG,25,7
cwat/dawt,ORG,1,1
yaw motor,ORG,1,1
the novel foundation geometry,ORG,1,1
the conventional monopole foundation design,ORG,1,1
20%,PERCENT,49,39
at least 2-3,CARDINAL,1,1
werle,PERSON,1,1
presz,ORG,1,1
aaia technical,ORG,1,1
2d,CARDINAL,5,5
less than six months,DATE,1,1
1/2.75)(27.5,CARDINAL,1,1
7.56,CARDINAL,1,1
1.8,CARDINAL,4,4
1/2.75)(18,CARDINAL,1,1
2.12,CARDINAL,1,1
1/2.75)(16,CARDINAL,1,1
ms)3,GPE,1,1
1.48,CARDINAL,3,3
the united states energy information administration,ORG,1,1
up to 300,CARDINAL,5,5
cst,ORG,2,1
nevada,GPE,16,9
377,CARDINAL,2,2
354 mw,QUANTITY,1,1
110 mw,QUANTITY,1,1
solnova solar power station,FAC,1,1
100 mw,QUANTITY,1,1
augustin mouchot,PERSON,2,2
1878,DATE,14,12
frank shuman,PERSON,2,2
several decades later,DATE,1,1
more than one,CARDINAL,26,22
over 25%,PERCENT,2,2
4.75 ej,MONEY,1,1
50%,PERCENT,53,41
nearly half,CARDINAL,4,4
10.1,CARDINAL,2,2
solar energy industries association,ORG,3,3
"5,000,000 square feet",QUANTITY,1,1
north america,LOC,43,39
the mid-1990s,DATE,7,6
about 125,CARDINAL,1,1
ft2,PRODUCT,1,1
"about 10,000",CARDINAL,2,2
m2,PRODUCT,9,4
40,CARDINAL,53,41
sdh,ORG,1,1
14,CARDINAL,35,32
the european commission,ORG,11,7
the 1960s,DATE,37,34
between night and day,TIME,1,1
the day,DATE,48,33
evening,TIME,4,4
atascadero,GPE,1,1
"the 21,000,000 square feet",QUANTITY,1,1
"2,000,000",CARDINAL,3,3
"16,000,000 square feet",QUANTITY,1,1
"1,500,000",CARDINAL,2,2
months,DATE,8,8
all-year,DATE,2,1
drake landing solar community,ORG,1,1
97%,PERCENT,8,7
about 750,CARDINAL,2,2
40 to 70%,PERCENT,1,1
the prior seven years,DATE,1,1
hours,TIME,19,14
mediterranean,LOC,2,2
2500,CARDINAL,6,5
only 50 to 200,CARDINAL,1,1
central europe,LOC,1,1
between 2007 and 2011,DATE,1,1
the international energy agency,ORG,21,15
iea,ORG,20,11
hollow thermal,ORG,1,1
roman times,ORG,1,1
the middle east,LOC,10,10
year-round,DATE,8,8
22,CARDINAL,20,17
45,CARDINAL,25,24
3 to 12 years,DATE,3,3
4000,CARDINAL,7,6
"500,000",CARDINAL,4,4
860,CARDINAL,2,2
costa rica,GPE,2,2
1300,CARDINAL,1,1
india,GPE,151,62
modesto,GPE,1,1
"5,000",CARDINAL,6,6
m2,ORG,1,1
approximately 50%,PERCENT,6,6
4000–$6000,MONEY,1,1
1400,MONEY,1,1
2200,MONEY,1,1
30%,PERCENT,43,38
about half,CARDINAL,14,14
3–5 hours,TIME,1,1
4–6 hours,TIME,1,1
four to nine years,DATE,1,1
6,MONEY,2,2
1 ton,QUANTITY,1,1
3 ton,QUANTITY,3,2
solar,PERSON,1,1
ultra,ORG,1,1
1767,DATE,2,2
50–100,CARDINAL,1,1
auroville,GPE,1,1
"2,000",CARDINAL,10,7
wolfgang scheffler,PERSON,1,1
1986,DATE,44,33
scheffler,PERSON,1,1
abu road,GPE,1,1
rajasthan india,LOC,1,1
early 2008,DATE,3,3
about 95,CARDINAL,1,1
above 200,CARDINAL,1,1
up to 41%,PERCENT,1,1
above 600,CARDINAL,1,1
between 700,CARDINAL,2,2
more watt-hours,QUANTITY,1,1
370,CARDINAL,6,5
354,CARDINAL,4,3
abu dhabi,GPE,5,5
the united arab emirates,GPE,4,3
3 to 5 hours,TIME,2,2
"nearly 2,000",CARDINAL,1,1
the bureau of land management,ORG,3,2
nine,CARDINAL,10,9
"3,682 megawatts",QUANTITY,1,1
"approximately 40,000 acres",QUANTITY,1,1
"more than 5,200",CARDINAL,1,1
"1,308",CARDINAL,1,1
3.2 million acres,QUANTITY,1,1
38.2 million acres,QUANTITY,1,1
an additional 36.9 million acres,QUANTITY,1,1
the gulf of mexico,LOC,1,1
east,LOC,8,7
west,LOC,10,10
about a third,CARDINAL,3,3
280mw,PRODUCT,1,1
arizona,GPE,18,15
6 hours,TIME,2,2
hassi r'mel integrated solar,PERSON,1,1
glasspoint solar,PERSON,1,1
about $5 per million,MONEY,1,1
between $10 and $12,MONEY,1,1
oman,GPE,2,2
south belridge,LOC,1,1
bakersfield,GPE,1,1
power tower,FAC,1,1
'central tower' power,FAC,1,1
thousands,CARDINAL,29,27
roughly a two square mile,QUANTITY,1,1
"over 1,000",CARDINAL,1,1
538,CARDINAL,1,1
98%,PERCENT,15,14
5.47,CARDINAL,1,1
6.21,CARDINAL,1,1
72.9%,PERCENT,1,1
56.2%,PERCENT,1,1
ps10,ORG,1,1
turkey,GPE,21,15
photovoltaic solar,LOC,3,3
south africa,GPE,33,20
392,CARDINAL,2,2
late 2013,DATE,2,2
twenty-year,DATE,2,2
"20,000",CARDINAL,6,6
500 megawatts,QUANTITY,1,1
january 2010,DATE,6,6
1.5-megawatt,CARDINAL,1,1
peoria,GPE,2,2
the beginning of 2011,DATE,1,1
709,CARDINAL,1,1
850,CARDINAL,16,10
maricopa,GPE,2,2
united sun systems,ORG,2,1
33 kw,QUANTITY,1,1
0.02,CARDINAL,3,3
swedish,NORP,19,17
kalahari,GPE,1,1
1 mw to 50 mw,QUANTITY,1,1
conduction,ORG,2,2
mediums,PERSON,4,4
overcast days,DATE,1,1
285,CARDINAL,1,1
one hour,TIME,8,8
saltpeter melts,PERSON,1,1
430,CARDINAL,7,5
290,CARDINAL,4,3
550,CARDINAL,15,14
131,CARDINAL,6,6
more than 500,CARDINAL,1,1
a week,DATE,3,3
100-megawatt,CARDINAL,1,1
four hours,TIME,3,3
about 9 m,QUANTITY,1,1
24 m,MONEY,5,4
80 ft,QUANTITY,4,3
march 2009,DATE,3,3
"july 4, 2011",DATE,1,1
19.9,CARDINAL,1,1
24 hours,TIME,12,11
january 2019,DATE,4,4
100mw,ORG,3,3
solar millennium,DATE,1,1
amargosa valley,LOC,1,1
south-eastern california,LOC,1,1
sandia national laboratories national solar thermal,ORG,1,1
as much as 25 kw,QUANTITY,1,1
31.25%.solar,CARDINAL,1,1
about 20%,PERCENT,14,12
about 2.75%,PERCENT,1,1
1 kw,QUANTITY,11,11
"4,500 acres",QUANTITY,1,1
1.95 km²,QUANTITY,1,1
2.6%,PERCENT,1,1
12975,DATE,1,1
msn,ORG,1,1
saudi arabia,GPE,3,3
united states environmental protection agency,ORG,1,1
the world bank/gef,ORG,1,1
gerry wolff,PERSON,1,1
trec-uk,PERSON,1,1
nrel concentrating solar,PERSON,1,1
solar power barometer - 2013,ORG,1,1
the 10th century,DATE,2,1
1684,DATE,2,1
great britain,GPE,18,16
the 19th century,DATE,28,21
the beginning of the 21st century,DATE,1,1
estonia,GPE,20,7
brazil,GPE,45,24
arabian,NORP,1,1
al-mardini,PERSON,1,1
alexander selligue,PERSON,1,1
1838,DATE,7,6
a decade later,DATE,1,1
james young,PERSON,1,1
the late 19th century,DATE,12,9
1894,CARDINAL,1,1
pumpherston,ORG,6,3
industry.china,GPE,1,1
manchuria,GPE,1,1
the mid 20th century,DATE,2,2
1944,DATE,9,8
unocal corporation,ORG,1,1
1991,DATE,36,31
2005.as,CARDINAL,1,1
"about 930,000 tonnes",QUANTITY,1,1
"17,700 barrels",QUANTITY,1,1
jordan,GPE,10,7
only four,CARDINAL,3,3
inorganic compounds,ORG,1,1
kerogen,GPE,2,1
ammonia,LOC,13,10
aromatic compounds,LOC,1,1
570,CARDINAL,3,3
between 480 and 520,CARDINAL,1,1
970,CARDINAL,6,6
several months,DATE,7,7
as low as 250,CARDINAL,1,1
480,CARDINAL,7,7
"1,110",CARDINAL,1,1
dissolution.by,NORP,1,1
underground.by,PERSON,1,1
